股票代码,股票名称,最新价,总市值,每股收益,总资产,总负债,股东权益合计,净利润同比,营收同比率,总营收,总利润,净利润,净资产收益率-ROE,成交量-手,市盈率-动态,流动比率,速动比率
300896,爱美客,642.30,1390亿,1.240,44.16亿,1.40亿,42.76亿,296.50,227.52,2.59亿,1.98亿,1.71亿,3.76,4.31万,203.46,37.97,37.72
603882,金域医学,141.00,652.3亿,1.163,79.22亿,33.22亿,46.00亿,1023.12,128.81,26.79亿,6.54亿,5.38亿,13.23,8.95万,30.31,2.152,2.035
603301,振德医疗,39.15,88.95亿,1.120,65.79亿,19.37亿,46.42亿,195.85,181.26,19.95亿,3.65亿,2.54亿,5.96,4.93万,8.75,2.431,1.821
688580,伟思医疗,120.18,82.14亿,1.012,15.25亿,1.09亿,14.16亿,28.99,21.91,1.91亿,7822.25万,6918.16万,4.82,6674,59.36,12.82,12.51
300463,迈克生物,34.77,193.6亿,0.956,65.68亿,24.49亿,41.19亿,71.36,34.97,19.60亿,6.74亿,5.32亿,13.22,13.93万,18.21,2.100,1.529
605266,健之佳,73.55,51.14亿,0.931,43.85亿,26.19亿,17.65亿,20.94,10.54,11.67亿,7792.87万,6474.20万,3.70,4565,19.75,,
688617,惠泰医疗,442.20,294.8亿,0.770,17.94亿,1.49亿,16.45亿,439.94,124.32,1.61亿,5275.07万,4719.47万,3.77,4258,156.17,12.76,11.58
200028,一致Ｂ,22.08,94.53亿,0.770,430.21亿,256.95亿,173.25亿,32.15,25.15,160.50亿,4.77亿,3.29亿,2.33,755,6.07,1.383,1.073
605369,拱东医疗,105.00,118.2亿,0.705,14.94亿,3.51亿,11.43亿,232.18,155.93,2.62亿,9230.60万,7936.30万,6.36,5061,37.25,,
002821,凯莱英,406.60,986.5亿,0.640,72.85亿,11.29亿,61.56亿,42.86,63.45,7.77亿,1.65亿,1.54亿,2.14,4.06万,159.81,4.573,3.657
300347,泰格医药,157.83,1377亿,0.522,202.81亿,17.71亿,185.10亿,78.65,38.74,9.02亿,7.57亿,4.55亿,2.54,8.17万,75.58,8.564,8.560
600763,通策医疗,325.66,1044亿,0.510,36.70亿,11.33亿,25.37亿,-,221.59,6.31亿,2.22亿,1.64亿,7.37,8.21万,158.76,2.048,2.005
603259,药明康德,152.80,4512亿,0.508,486.11亿,130.85亿,355.26亿,394.92,55.31,49.50亿,16.96亿,15.00亿,4.43,28.55万,75.20,2.605,2.232
688029,南微医学,272.32,363.1亿,0.501,32.21亿,4.66亿,27.54亿,41.10,59.47,3.94亿,8346.47万,6684.82万,2.51,7406,135.80,5.852,5.324
002223,鱼跃医疗,34.72,348.1亿,0.458,99.63亿,23.60亿,76.02亿,20.04,19.45,16.62亿,5.38亿,4.59亿,5.99,16.04万,18.95,3.162,2.518
003020,立方制药,43.65,40.44亿,0.450,16.59亿,4.44亿,12.16亿,43.59,21.34,5.49亿,4778.60万,4169.13万,3.49,5581,24.25,,
603233,大参林,41.95,331.6亿,0.431,155.07亿,97.29亿,57.77亿,21.51,20.73,40.59亿,4.58亿,3.41亿,6.13,4.91万,24.34,1.320,0.839
300003,乐普医疗,26.17,472.3亿,0.405,201.74亿,88.53亿,113.21亿,89.17,64.96,27.49亿,9.17亿,7.26亿,7.08,27.06万,16.26,1.435,1.153
300653,正海生物,63.40,76.08亿,0.370,8.37亿,1.46亿,6.91亿,126.58,127.66,1.02亿,5195.78万,4399.26万,6.58,2.55万,43.23,4.194,4.011
688677,海泰新光,108.88,94.70亿,0.360,11.46亿,1.05亿,10.41亿,-14.84,-6.16,6715.82万,2950.52万,2613.01万,4.64,2632,90.61,12.33,11.68
600587,新华医疗,21.77,88.48亿,0.360,114.08亿,64.14亿,49.94亿,338.35,45.53,25.17亿,2.00亿,1.46亿,3.28,20.16万,15.11,0.966,0.564
300529,健帆生物,68.95,555.1亿,0.352,35.09亿,3.89亿,31.20亿,53.62,52.79,5.79亿,3.34亿,2.83亿,9.61,9.58万,48.98,6.520,6.129
603127,昭衍新药,198.00,536.6亿,0.344,76.34亿,10.38亿,65.96亿,388.07,29.91,2.01亿,1.04亿,9335.73万,3.08,2.56万,143.69,7.547,6.952
688050,爱博医疗,271.73,285.7亿,0.340,16.55亿,6584.81万,15.89亿,954.25,222.01,8440.94万,4010.84万,3600.72万,2.34,8851,198.36,22.31,21.17
002901,大博医疗,57.11,231.4亿,0.322,27.45亿,4.93亿,22.52亿,46.39,62.84,3.75亿,1.57亿,1.31亿,6.00,3.26万,44.30,4.602,3.301
688393,安必平,33.98,31.72亿,0.290,13.17亿,1.23亿,11.94亿,169.87,158.72,9950.80万,3125.56万,2666.46万,2.26,5982,29.74,12.68,12.35
300869,康泰医学,68.30,274.4亿,0.286,25.35亿,8.51亿,16.84亿,67.91,53.37,2.60亿,1.30亿,1.15亿,7.06,4.35万,59.76,1.380,0.999
688607,康众医疗,43.60,38.42亿,0.280,9.07亿,6906.42万,8.38亿,836.00,112.14,8876.32万,2698.36万,2244.40万,3.31,1.33万,42.80,13.96,12.53
688358,祥生医疗,48.65,38.92亿,0.280,13.48亿,1.31亿,12.17亿,31.07,21.65,8157.42万,2675.93万,2278.87万,1.93,1819,42.70,12.12,11.24
688161,威高骨科,70.10,280.4亿,0.278,32.47亿,6.70亿,25.77亿,101.51,46.71,4.21亿,1.30亿,1.11亿,-,2.01万,63.03,4.687,3.675
688314,康拓医疗,81.55,47.32亿,0.240,3.07亿,5078.80万,2.57亿,100.43,61.98,4110.79万,1612.89万,1395.14万,5.55,6768,84.80,3.319,2.280
688338,赛科希德,51.79,42.29亿,0.240,14.21亿,4532.55万,13.76亿,451.46,58.45,5084.30万,2266.39万,1945.11万,1.42,3842,54.35,33.27,32.40
300206,理邦仪器,13.31,77.43亿,0.214,22.73亿,3.75亿,18.98亿,53.08,41.64,5.09亿,1.40亿,1.25亿,6.65,4.17万,15.54,4.709,3.693
300832,新产业,52.72,414.7亿,0.214,55.03亿,4.60亿,50.43亿,51.82,84.37,5.32亿,2.03亿,1.68亿,3.42,2.63万,61.66,9.457,8.340
300396,迪瑞医疗,19.95,55.07亿,0.213,20.59亿,3.46亿,17.13亿,53.93,14.82,1.99亿,6653.83万,5842.95万,3.47,2.09万,23.56,3.864,3.190
300439,美康生物,21.07,80.70亿,0.210,37.30亿,13.87亿,23.43亿,-54.40,20.46,5.31亿,8098.25万,7554.26万,4.03,5.86万,26.71,1.712,1.501
688626,翔宇医疗,70.81,113.3亿,0.210,20.26亿,1.99亿,18.27亿,64.20,53.83,1.01亿,3891.96万,3414.72万,1.85,1.81万,82.95,12.18,11.15
300358,楚天科技,18.98,107.5亿,0.194,74.23亿,41.56亿,32.67亿,-,131.28,11.39亿,1.12亿,1.05亿,4.35,12.73万,25.53,1.243,0.772
002950,奥美医疗,15.68,99.30亿,0.184,52.99亿,22.53亿,30.47亿,27.53,37.32,8.21亿,1.45亿,1.16亿,3.70,12.82万,21.34,1.739,1.208
300453,三鑫医疗,12.25,48.27亿,0.181,12.33亿,3.62亿,8.71亿,59.98,16.57,5.09亿,9085.12万,7116.92万,8.86,15.79万,33.91,1.351,0.854
300171,东富龙,52.27,328.4亿,0.176,70.94亿,32.69亿,38.25亿,134.28,42.36,7.17亿,1.43亿,1.10亿,3.02,10.52万,74.33,1.984,1.389
603387,基蛋生物,19.50,70.95亿,0.172,27.32亿,6.85亿,20.47亿,44.89,86.27,2.76亿,7425.15万,6266.08万,3.35,3.75万,28.31,3.290,2.941
002788,鹭燕医药,7.23,28.09亿,0.170,89.09亿,64.35亿,24.74亿,26.32,23.93,41.65亿,8380.55万,6470.07万,2.72,1.38万,10.85,1.219,0.884
300246,宝莱特,17.26,25.22亿,0.168,16.00亿,5.43亿,10.57亿,-39.47,9.15,2.43亿,2736.07万,2460.34万,2.64,1.81万,25.62,2.340,1.924
301015,百洋医药,27.40,143.9亿,0.164,39.97亿,24.14亿,15.83亿,-,68.07,16.26亿,1.15亿,8603.34万,5.68,5.96万,41.81,,
688013,天臣医疗,28.11,22.49亿,0.160,5.05亿,2569.50万,4.79亿,115.39,50.05,4583.30万,1446.45万,1293.98万,2.74,3541,43.45,17.88,16.60
301033,迈普医学,60.97,40.28亿,0.157,4.70亿,1.22亿,3.48亿,125.28,70.19,3251.51万,1231.28万,1039.59万,3.05,3.17万,96.86,,
300753,爱朋医疗,20.33,25.63亿,0.153,8.15亿,5260.93万,7.63亿,117.06,175.44,1.02亿,2279.46万,1925.89万,2.57,1.08万,33.26,10.59,9.847
688085,三友医疗,34.56,70.96亿,0.150,17.08亿,1.44亿,15.64亿,151.42,137.96,1.18亿,3552.16万,2994.63万,1.93,1.78万,59.24,11.08,10.30
688613,奥精医疗,69.76,93.01亿,0.136,8.42亿,1.73亿,6.69亿,1.56万,152.55,3668.61万,2158.89万,1809.15万,2.62,1.29万,128.53,9.706,9.373
603976,正川股份,36.94,55.85亿,0.130,13.29亿,2.74亿,10.55亿,4.34,7.65,1.56亿,2344.52万,1981.21万,1.89,5.16万,70.48,2.341,1.820
688389,普门科技,25.79,108.9亿,0.130,13.26亿,1.30亿,11.97亿,43.28,34.54,1.64亿,5996.65万,5399.16万,4.61,2.50万,50.42,8.297,7.492
300030,阳普医疗,10.78,33.29亿,0.110,18.55亿,8.06亿,10.48亿,201.56,56.43,2.31亿,3949.44万,3310.56万,3.25,9.59万,25.14,1.796,1.461
002332,仙琚制药,11.20,110.8亿,0.110,68.89亿,22.36亿,46.53亿,64.21,34.47,10.01亿,1.42亿,1.11亿,2.46,10.16万,25.04,2.405,1.901
688468,科美诊断,21.52,86.30亿,0.110,10.80亿,1.55亿,9.25亿,253.69,103.52,1.20亿,4439.37万,3813.90万,4.21,4.21万,56.57,6.768,5.794
688310,迈得医疗,32.37,27.06亿,0.110,8.49亿,1.03亿,7.45亿,78.40,108.62,4687.32万,1141.93万,947.70万,1.28,6189,71.39,7.508,6.181
603987,康德莱,21.17,93.49亿,0.100,43.85亿,13.30亿,30.55亿,44.47,39.60,6.73亿,7933.45万,4553.64万,2.55,6.94万,51.33,2.163,1.791
688329,艾隆科技,59.98,46.30亿,0.100,10.71亿,3.33亿,7.38亿,-,293.50,3994.95万,566.30万,589.48万,1.29,1.41万,196.38,2.639,2.369
600713,南京医药,4.38,45.62亿,0.098,256.91亿,207.66亿,49.25亿,34.22,26.12,110.85亿,1.59亿,1.02亿,2.38,7.20万,11.19,1.249,0.999
688067,爱威科技,29.49,20.05亿,0.097,2.97亿,5338.15万,2.43亿,598.96,44.71,4723.91万,699.48万,657.32万,2.74,5492,76.27,2.744,1.652
301017,漱玉平民,19.85,80.46亿,0.093,36.07亿,20.41亿,15.67亿,195.47,5.78,11.85亿,5460.44万,3762.01万,2.44,4.49万,53.47,,
600055,万东医疗,23.08,124.8亿,0.091,28.58亿,4.29亿,24.29亿,-3.36,-4.03,2.40亿,5885.77万,4899.67万,2.12,27.55万,63.69,4.664,3.986
688315,诺禾致源,59.50,238.1亿,0.090,20.07亿,8.51亿,11.57亿,-,64.08,3.65亿,3791.41万,3290.50万,2.90,3.33万,180.91,1.386,1.058
688198,佰仁医疗,187.87,180.4亿,0.090,9.03亿,3327.28万,8.70亿,-1.12,120.80,5224.58万,792.53万,886.19万,1.03,3146,508.79,30.69,29.98
300015,爱尔眼科,57.75,3122亿,0.090,192.04亿,80.64亿,111.39亿,509.88,113.90,35.11亿,7.21亿,4.84亿,4.79,62.29万,161.24,1.738,1.610
603309,维力医疗,14.53,37.78亿,0.090,15.14亿,3.44亿,11.70亿,187.58,40.87,2.20亿,3097.24万,2270.03万,1.98,5.08万,41.61,2.009,1.300
002432,九安医疗,7.55,36.13亿,0.085,27.20亿,5.60亿,21.59亿,-17.24,6.93,3.22亿,2737.19万,3803.58万,2.00,5.44万,23.75,4.715,4.091
002524,光正眼科,11.57,59.74亿,0.080,18.49亿,14.89亿,3.60亿,194.81,107.72,1.92亿,4041.69万,4046.81万,11.72,11.01万,36.91,0.383,0.302
300298,三诺生物,30.02,169.7亿,0.080,40.36亿,12.38亿,27.98亿,-29.23,18.85,5.03亿,5788.98万,4496.10万,1.61,2.80万,94.36,2.608,2.089
300314,戴维医疗,16.30,46.94亿,0.080,10.47亿,1.15亿,9.32亿,50.60,23.72,9503.84万,2399.49万,2200.25万,2.28,11.11万,53.34,6.501,5.452
300326,凯利泰,10.24,74.03亿,0.076,36.88亿,9.35亿,27.53亿,8.52,35.40,3.06亿,6141.82万,5465.06万,2.04,13.03万,33.87,2.129,1.863
300238,冠昊生物,18.76,49.74亿,0.070,11.21亿,3.89亿,7.33亿,57.99,37.59,1.28亿,2367.27万,1824.71万,2.47,4.44万,68.15,1.620,1.132
600829,人民同泰,5.37,31.14亿,0.069,59.15亿,38.82亿,20.32亿,-17.14,15.35,21.62亿,5501.48万,4001.59万,1.99,8898,19.45,1.460,1.207
002551,尚荣医疗,5.40,44.30亿,0.063,51.61亿,14.23亿,37.39亿,27.44,53.00,5.50亿,8020.82万,5192.46万,1.73,16.99万,21.33,2.557,2.236
000710,贝瑞基因,26.60,94.33亿,0.060,31.75亿,7.32亿,24.44亿,-65.95,-9.46,3.35亿,2665.92万,2124.25万,0.87,3.21万,111.01,4.067,3.638
300562,乐心医疗,13.58,29.15亿,0.060,17.38亿,6.83亿,10.55亿,157.18,128.26,3.66亿,1055.34万,1297.83万,1.64,2.34万,56.16,1.882,1.455
688690,纳微科技,98.48,394.1亿,0.055,6.54亿,9242.82万,5.61亿,497.85,161.37,6654.04万,2596.04万,2205.50万,4.03,1.32万,446.68,6.042,4.965
002172,澳洋健康,6.04,46.90亿,0.050,60.82亿,50.77亿,10.05亿,-,53.75,9.75亿,4119.70万,3607.44万,4.00,105.25万,32.50,0.591,0.524
605186,健麾信息,36.79,50.03亿,0.050,9.59亿,7399.01万,8.85亿,8.34,33.97,4081.18万,855.39万,637.41万,0.78,4.43万,196.24,,
000950,重药控股,5.01,87.34亿,0.046,453.10亿,346.67亿,106.42亿,-5.52,88.89,144.77亿,1.84亿,7952.48万,0.89,7.00万,27.46,1.319,1.102
002550,千红制药,4.14,52.98亿,0.042,23.66亿,2.46亿,21.20亿,-,168.23,3.91亿,6869.33万,5435.91万,2.58,6.97万,24.37,9.800,7.049
300412,迦南科技,9.15,23.54亿,0.040,17.33亿,8.32亿,9.01亿,67.06,95.45,1.68亿,1683.99万,1075.71万,1.28,4.80万,54.70,1.637,0.865
300273,和佳医疗,5.90,46.75亿,0.038,65.65亿,37.39亿,28.26亿,-,110.24,2.64亿,4864.40万,3001.01万,1.15,18.86万,38.94,2.584,2.533
603716,塞力医疗,12.63,25.89亿,0.025,40.28亿,22.08亿,18.20亿,-,83.61,5.17亿,1682.20万,514.14万,0.34,2.75万,125.91,2.208,1.873
300143,盈康生命,18.67,119.9亿,0.018,27.94亿,5.90亿,22.05亿,-,32.17,1.33亿,1808.74万,1147.30万,0.52,8.29万,261.25,5.355,5.207
000509,*ST华塑,2.68,28.76亿,0.013,2.20亿,5770.36万,1.63亿,-,9.74,1114.94万,1430.18万,1347.79万,8.74,16.96万,53.35,3.476,3.357
300937,药易购,48.83,46.71亿,0.010,11.98亿,4.22亿,7.76亿,-89.70,17.99,8.31亿,203.18万,107.93万,0.16,2.20万,1082.02,2.361,1.596
688222,成都先导,31.09,124.6亿,0.010,16.96亿,4.08亿,12.88亿,-33.85,56.79,6916.43万,811.70万,578.19万,0.45,4.57万,538.62,5.211,5.097
300149,睿智医药,15.14,75.67亿,0.003,47.72亿,23.42亿,24.30亿,-,39.81,3.90亿,-370.61万,163.18万,0.07,6.01万,1159.27,1.122,1.068
600721,*ST百花,4.43,16.62亿,0.003,9.61亿,3.36亿,6.25亿,-26.31,1.33,4726.44万,176.31万,107.20万,0.17,1.36万,387.56,1.478,0.807
002044,美年健康,7.66,299.8亿,-0.110,191.71亿,109.59亿,82.13亿,-,148.92,13.32亿,-4.67亿,-4.24亿,-5.46,79.03万,-17.69,0.796,0.777
688108,赛诺医疗,11.43,46.86亿,-0.100,11.96亿,1.59亿,10.37亿,-624.34,-61.58,2770.82万,-4456.31万,-4129.30万,-3.91,19.68万,-28.37,7.764,6.956
000516,国际医学,12.92,294.0亿,-0.095,127.34亿,68.93亿,58.41亿,-,129.75,6.32亿,-1.80亿,-1.83亿,-3.29,68.58万,-40.15,1.094,1.076
000150,宜华健康,3.74,32.83亿,-0.069,48.50亿,46.39亿,2.11亿,-,-10.01,3.51亿,-5924.32万,-6070.87万,-57.16,17.72万,-13.52,0.514,0.510
688277,天智航-U,25.22,105.9亿,-0.058,11.92亿,1.87亿,10.05亿,-,4.14,2252.34万,-2828.86万,-2446.23万,-2.48,4.74万,-108.21,8.959,8.532
002173,创新医疗,6.98,31.66亿,-0.053,26.80亿,5.89亿,20.91亿,-,5.80,1.61亿,-2286.73万,-2405.36万,-1.14,3.02万,-32.91,2.861,2.760
600090,*ST济堂,1.43,20.59亿,-0.030,65.62亿,25.27亿,40.35亿,-143.62,-91.97,1.64亿,-4119.00万,-3903.66万,-0.96,18.46万,-13.18,1.672,1.626
600896,*ST海医,3.81,39.05亿,-0.030,28.36亿,6.10亿,22.26亿,-,553.14,2201.19万,-2749.52万,-2723.32万,-1.22,4.35万,-35.84,3.381,3.364
300318,博晖创新,11.68,95.41亿,-0.013,37.80亿,23.62亿,14.18亿,-,14.06,1.59亿,-1835.88万,-1047.15万,-0.81,130.84万,-227.80,0.538,0.157
